FILESTATUS,CEER,STATEDIST,GRAD YR
VOID,375,GA13,2016
UNRESOLVED,398,OK05,2016
UNRESOLVED,648,MD08,2016
VOID,511,TX10,2016
UNRESOLVED,0,FL21,2016
VOID,481,NY28,2016
UNRESOLVED,462,AL07,2016
VOID,474,FL17,2016
VOID,414,OH10,2016
UNRESOLVED,451,VA01,2016
VOID,362,LA02,2016
UNRESOLVED,0,LA01,2016
DISQUALIFIED,507,TX06,2016
VOID,496,AR04,2016
VOID,463,TX30,2016
UNRESOLVED,0,AR04,2016
VOID,341,LA05,2016
UNRESOLVED,0,VA02,2016
UNRESOLVED,0,FL18,2016
UNRESOLVED,471,FL24,2016
UNRESOLVED,0,FL01,2016
UNRESOLVED,0,TX09,2016
VOID,0,IL02,2016
VOID,470,GA05,2016
VOID,532,MO01,2016
VOID,354,TX30,2016
VOID,415,NC02,2016
VOID,327,TX16,2016
VOID,407,GA13,2016
VOID,0,CA07,2016
VOID,380,OH03,2016
VOID,0,SC01,2016
DISQUALIFIED,532,NY22,2016
VOID,399,FL03,2016
UNRESOLVED,0,FL17,2016
DISQUALIFIED,539,VA02,2016
VOID,0,NJ12,2016
DISQUALIFIED,481,VA04,2016
UNRESOLVED,0,SC06,2016
VOID,475,WI04,2016
VOID,0,TX16,2016
VOID,0,KS02,2016
VOID,0,CA33,2016
UNRESOLVED,560,KS03,2016
UNRESOLVED,545,IN07,2016
UNRESOLVED,0,GA09,2016
UNRESOLVED,526,GA13,2016
UNRESOLVED,395,AZ08,2016
VOID,480,NC03,2016
VOID,415,TX22,2016
VOID,411,GA01,2016
UNRESOLVED,402,NE02,2016
VOID,0,MI13,2016
UNRESOLVED,0,NC07,2016
VOID,333,GA05,2016
UNRESOLVED,459,VA07,2016
UNRESOLVED,0,IL03,2016
VOID,0,IL02,2016
UNRESOLVED,0,PA01,2016
UNRESOLVED,546,CA44,2016
UNRESOLVED,367,VA10,2016
UNRESOLVED,0,CA20,2016
UNRESOLVED,0,LA07,2016
ACCEPTED,575,GA13,2016
UNRESOLVED,0,GA07,2016
UNRESOLVED,0,MS01,2016
VOID,378,CO05,2016
UNRESOLVED,0,GA04,2016
UNRESOLVED,446,TX21,2016
VOID,331,GA07,2016
VOID,466,AL02,2016
UNRESOLVED,489,GA10,2016
DISQUALIFIED,603,SC02,2016
UNRESOLVED,500,PA06,2016
VOID,469,DEAL,2016
UNRESOLVED,369,NC08,2016
VOID,0,FL13,2016
VOID,396,CA42,2016
VOID,530,PA01,2016
UNRESOLVED,0,CA07,2016
DISQUALIFIED,451,OH01,2016
ACCEPTED,488,VA02,2016
UNRESOLVED,0,TX25,2016
UNRESOLVED,0,DCOL,2016
UNRESOLVED,439,CA35,2016
VOID,404,CA10,2016
VOID,497,MI15,2016
UNRESOLVED,392,GA02,2016
VOID,400,VA04,2016
DISQUALIFIED,522,NY06,2016
VOID,0,GA04,2016
VOID,446,FL19,2016
UNRESOLVED,0,MN03,2016
VOID,380,VA02,2016
VOID,404,MD04,2016
UNRESOLVED,0,TX09,2016
DISQUALIFIED,464,IL01,2016
UNRESOLVED,538,MS01,2016
DISQUALIFIED,451,GA03,2016
VOID,0,NC08,2016
VOID,438,PA17,2016
VOID,0,MS02,2016
VOID,310,OH12,2016
VOID,378,TX04,2016
VOID,403,NC02,2016
DISQUALIFIED,427,VA11,2016
VOID,497,OR05,2016
UNRESOLVED,0,GA03,2016
VOID,0,IN04,2016
VOID,403,LA06,2016
ACCEPTED,502,IL08,2016
VOID,264,MI01,2016
VOID,472,NY02,2016
VOID,433,NC01,2016
VOID,0,LA05,2016
UNRESOLVED,0,TX26,2016
DISQUALIFIED,515,MI14,2016
VOID,341,NC13,2016
VOID,524,LA03,2016
VOID,355,MI13,2016
UNRESOLVED,0,TX03,2016
VOID,545,IL01,2016
VOID,433,TX31,2016
VOID,0,SDAL,2016
UNRESOLVED,423,IN07,2016
VOID,578,TX28,2016
UNRESOLVED,385,NY22,2016
VOID,390,VA04,2016
UNRESOLVED,320,VA10,2016
UNRESOLVED,468,GA12,2016
VOID,0,IN02,2016
VOID,477,FL19,2016
UNRESOLVED,0,TX05,2016
UNRESOLVED,0,VTAL,2016
ACCEPTED,564,NY13,2016
VOID,493,SC06,2016
UNRESOLVED,0,PA02,2016
VOID,372,IN07,2016
VOID,0,IN05,2016
ACCEPTED,574,VA11,2016
VOID,372,CO01,2016
UNRESOLVED,0,PA12,2016
UNRESOLVED,501,FL11,2016
VOID,0,IL15,2016
VOID,0,NY01,2016
VOID,308,UT01,2016
VOID,319,PA02,2016
VOID,0,CT04,2016
VOID,467,GA04,2016
UNRESOLVED,0,KS01,2016
UNRESOLVED,349,OH09,2016
VOID,0,SC06,2016
UNRESOLVED,375,NC07,2016
VOID,453,KY02,2016
VOID,452,GA04,2016
UNRESOLVED,0,TX04,2016
UNRESOLVED,0,VA10,2016
VOID,347,NJ02,2016
VOID,394,NE01,2016
VOID,456,AL02,2016
VOID,365,GA12,2016
UNRESOLVED,373,VA11,2016
UNRESOLVED,0,VA11,2016
UNRESOLVED,0,GA01,2016
UNRESOLVED,0,KS02,2016
UNRESOLVED,0,FL17,2016
VOID,375,AL02,2016
UNRESOLVED,0,GA06,2016
VOID,416,TX21,2016
UNRESOLVED,481,TX22,2016
DISQUALIFIED,495,TX10,2016
UNRESOLVED,0,MI14,2016
UNRESOLVED,539,LA02,2016
VOID,472,SC02,2016
UNRESOLVED,0,FL03,2016
VOID,450,NC07,2016
VOID,0,FL01,2016
UNRESOLVED,0,TX30,2016
UNRESOLVED,0,FL21,2016
UNRESOLVED,374,GA13,2016
VOID,261,IL10,2016
DISQUALIFIED,435,CA30,2016
UNRESOLVED,0,MS02,2016
VOID,439,GA05,2016
UNRESOLVED,588,PA02,2016
ACCEPTED,666,HI02,2016
UNRESOLVED,0,AZ05,2016
UNRESOLVED,0,FL17,2016
UNRESOLVED,0,MI13,2016
ACCEPTED,583,MI03,2016
VOID,420,VA01,2016
UNRESOLVED,0,NC08,2016
UNRESOLVED,0,CA45,2016
VOID,360,SC01,2016
VOID,399,AZ01,2016
VOID,0,NY16,2016
VOID,412,NY01,2016
DISQUALIFIED,553,CA03,2016
ACCEPTED,508,TN07,2016
VOID,0,FL16,2016
UNRESOLVED,0,NC07,2016
VOID,427,IL02,2016
DECLINED,611,VA03,2016
VOID,441,KS02,2016
UNRESOLVED,0,TX30,2016
VOID,386,MO03,2016
UNRESOLVED,0,VA05,2016
UNRESOLVED,0,IL14,2016
UNRESOLVED,0,PA02,2016
UNRESOLVED,474,OH08,2016
UNRESOLVED,396,NY12,2016
VOID,0,TX24,2016
UNRESOLVED,571,NJ04,2016
UNRESOLVED,0,DCOL,2016
ACCEPTED,522,TN06,2016
VOID,504,AR02,2016
VOID,0,IN06,2016
ACCEPTED,589,MI12,2016
VOID,487,MI07,2016
VOID,356,GA13,2016
VOID,0,LA07,2016
UNRESOLVED,545,GA05,2016
UNRESOLVED,0,TX31,2016
UNRESOLVED,0,OH01,2016
DISQUALIFIED,403,MA09,2016
VOID,467,MD03,2016
UNRESOLVED,0,IN05,2016
DISQUALIFIED,561,TX31,2016
VOID,342,FL11,2016
UNRESOLVED,0,FL12,2016
VOID,338,GA03,2016
VOID,496,SC02,2016
UNRESOLVED,0,SC04,2016
VOID,467,LA05,2016
UNRESOLVED,0,GA02,2016
UNRESOLVED,0,TN09,2016
VOID,351,NJ02,2016
UNRESOLVED,558,FL02,2016
UNRESOLVED,0,VA07,2016
UNRESOLVED,0,TX30,2016
UNRESOLVED,626,NC02,2016
VOID,0,MI15,2016
UNRESOLVED,0,GA10,2016
VOID,511,VA03,2016
UNRESOLVED,0,NC01,2016
UNRESOLVED,419,PA01,2016
UNRESOLVED,0,TX02,2016
VOID,430,MS02,2016
VOID,0,IN09,2016
UNRESOLVED,0,FL11,2016
DISQUALIFIED,433,MI13,2016
ACCEPTED,616,NC02,2016
UNRESOLVED,0,FL23,2016
VOID,0,WA02,2016
UNRESOLVED,0,AL01,2016
UNRESOLVED,414,IN02,2016
VOID,397,MS01,2016
VOID,364,MD02,2016
VOID,380,NY29,2016
UNRESOLVED,459,NC12,2016
UNRESOLVED,0,PA02,2016
VOID,0,SC06,2016
ACCEPTED,600,TX10,2016
UNRESOLVED,0,SC05,2016
VOID,0,CA02,2016
VOID,447,GA08,2016
VOID,349,NY11,2016
UNRESOLVED,0,TX05,2016
VOID,279,CT04,2016
DECLINED,561,MD07,2016
UNRESOLVED,0,TX24,2016
VOID,449,NY11,2016
VOID,544,NJ07,2016
VOID,282,NY16,2016
VOID,522,GA13,2016
VOID,298,NC01,2016
UNRESOLVED,0,GA05,2016
UNRESOLVED,0,VA08,2016
VOID,454,NC02,2016
UNRESOLVED,0,MS01,2016
VOID,413,SC06,2016
UNRESOLVED,558,SC04,2016
UNRESOLVED,0,NC02,2016
VOID,416,FL02,2016
VOID,0,MS01,2016
ACCEPTED,555,OH17,2016
UNRESOLVED,346,FL23,2016
VOID,558,TN09,2016
VOID,285,PA01,2016
VOID,405,NY03,2016
UNRESOLVED,0,NY16,2016
UNRESOLVED,0,NJ08,2016
ACCEPTED,583,FL22,2016
VOID,396,IN07,2016
VOID,385,NC06,2016
VOID,0,FL15,2016
VOID,0,NY22,2016
DISQUALIFIED,571,VIAL,2016
VOID,0,CT03,2016
VOID,308,FL06,2016
UNRESOLVED,0,NC08,2016
UNRESOLVED,0,OK01,2016
VOID,372,WA08,2016
VOID,0,GA01,2016
UNRESOLVED,0,NC06,2016
VOID,0,CA43,2016
ACCEPTED,593,MS03,2016
VOID,576,TX31,2016
UNRESOLVED,435,MD02,2016
UNRESOLVED,0,TX31,2016
VOID,406,VA03,2016
VOID,394,NC02,2016
VOID,344,WA05,2016
UNRESOLVED,0,IL15,2016
DISQUALIFIED,448,VA02,2016
UNRESOLVED,440,FL04,2016
UNRESOLVED,377,MD07,2016
ACCEPTED,506,NC04,2016
VOID,502,GA07,2016
VOID,399,FL25,2016
VOID,575,TN05,2016
VOID,417,PA03,2016
UNRESOLVED,427,LA02,2016
DISQUALIFIED,477,TX07,2016
UNRESOLVED,0,SC02,2016
UNRESOLVED,370,GA08,2016
VOID,354,FL01,2016
UNRESOLVED,0,CA37,2016
OFFER WITHDRAWN,512,IL08,2016
VOID,522,NC02,2016
DISQUALIFIED,509,UT03,2016
VOID,349,NJ05,2016
VOID,0,VA07,2016
VOID,450,SC06,2016
VOID,0,IL02,2016
VOID,0,TX05,2016
UNRESOLVED,492,TX21,2016
VOID,378,AKAL,2016
VOID,0,MI13,2016
ACCEPTED,564,FL08,2016
UNRESOLVED,505,FL13,2016
UNRESOLVED,498,TX21,2016
UNRESOLVED,0,WA08,2016
ACCEPTED,483,VA01,2016
UNRESOLVED,445,VA07,2016
VOID,487,SC06,2016
VOID,698,NE03,2016
UNRESOLVED,0,GA03,2016
VOID,547,LA07,2016
DISQUALIFIED,504,TX28,2016
VOID,369,TN09,2016
DISQUALIFIED,495,TX22,2016
UNRESOLVED,525,IL03,2016
ACCEPTED,558,PA17,2016
VOID,584,TX03,2016
VOID,299,TX24,2016
VOID,531,VA03,2016
VOID,319,NY16,2016
VOID,346,FL01,2016
VOID,550,IL16,2016
DISQUALIFIED,593,NV01,2016
UNRESOLVED,0,PA08,2016
VOID,538,CO05,2016
UNRESOLVED,571,VA11,2016
VOID,463,NC09,2016
UNRESOLVED,450,AL01,2016
UNRESOLVED,0,MD02,2016
DISQUALIFIED,533,SC06,2016
UNRESOLVED,561,TN09,2016
VOID,372,MD02,2016
VOID,480,OH12,2016
UNRESOLVED,0,TX10,2016
DISQUALIFIED,575,PA11,2016
VOID,408,GA02,2016
VOID,381,GA12,2016
VOID,525,GA07,2016
VOID,0,NY05,2016
UNRESOLVED,0,TX01,2016
VOID,402,CA12,2016
UNRESOLVED,0,AZ01,2016
VOID,466,TX18,2016
UNRESOLVED,0,GA06,2016
VOID,0,OH12,2016
VOID,463,NJ09,2016
VOID,435,NY26,2016
ACCEPTED,503,MD04,2016
VOID,451,NY21,2016
ACCEPTED,481,MD07,2016
VOID,449,MN02,2016
VOID,423,MD04,2016
UNRESOLVED,528,MS01,2016
VOID,600,SC04,2016
VOID,0,NJ03,2016
VOID,506,NJ10,2016
VOID,0,NY19,2016
VOID,437,VA06,2016
VOID,0,CA23,2016
VOID,372,NJ01,2016
UNRESOLVED,0,AL07,2016
UNRESOLVED,0,FL11,2016
VOID,521,OK02,2016
VOID,344,TX14,2016
VOID,414,CT04,2016
VOID,266,NJ08,2016
VOID,436,NJ12,2016
VOID,422,SC06,2016
VOID,546,NJ09,2016
VOID,406,OK04,2016
UNRESOLVED,0,VA06,2016
UNRESOLVED,0,FL22,2016
UNRESOLVED,0,TX31,2016
VOID,567,NJ05,2016
UNRESOLVED,0,TX10,2016
ACCEPTED,543,GA10,2016
VOID,372,GA04,2016
VOID,441,TX09,2016
VOID,0,CA48,2016
VOID,418,SC03,2016
VOID,320,GA07,2016
UNRESOLVED,0,FL14,2016
UNRESOLVED,587,TX24,2016
VOID,436,MD01,2016
UNRESOLVED,0,VA07,2016
VOID,287,AZ04,2016
UNRESOLVED,469,CA43,2016
VOID,397,IL11,2016
UNRESOLVED,0,GA12,2016
UNRESOLVED,0,NC13,2016
UNRESOLVED,0,DCOL,2016
UNRESOLVED,343,GA13,2016
VOID,510,FL15,2016
VOID,0,NY05,2016
VOID,495,TN09,2016
ACCEPTED,588,CA10,2016
UNRESOLVED,478,FL18,2016
UNRESOLVED,409,AZ02,2016
VOID,335,FL23,2016
UNRESOLVED,0,DCOL,2016
UNRESOLVED,0,VIAL,2016
UNRESOLVED,0,GA05,2016
VOID,497,IL18,2016
VOID,432,GA10,2016
VOID,474,PA10,2016
UNRESOLVED,0,LA02,2016
VOID,0,NY29,2016
UNRESOLVED,0,FL12,2016
DECLINED,551,GA10,2016
UNRESOLVED,0,WA09,2016
UNRESOLVED,446,AKAL,2016
UNRESOLVED,0,NC02,2016
VOID,560,CA09,2016
VOID,378,CA03,2016
UNRESOLVED,0,TX28,2016
ACCEPTED,626,CA29,2016
VOID,422,CA07,2016
VOID,471,MD05,2016
VOID,375,VIAL,2016
VOID,576,TX31,2016
VOID,360,GA05,2016
UNRESOLVED,476,CA05,2016
UNRESOLVED,357,MD05,2016
VOID,543,NC04,2016
VOID,449,VA01,2016
VOID,0,IL01,2016
UNRESOLVED,0,GA02,2016
UNRESOLVED,0,GA11,2016
UNRESOLVED,390,GA02,2016
VOID,0,NJ08,2016
VOID,381,PA01,2016
VOID,0,MD06,2016
UNRESOLVED,428,VA07,2016
UNRESOLVED,0,LA05,2016
VOID,506,LA04,2016
UNRESOLVED,0,OK04,2016
VOID,434,MD05,2016
UNRESOLVED,0,AL03,2016
ACCEPTED,525,NJ03,2016
VOID,330,NJ09,2016
VOID,236,WA06,2016
VOID,0,AKAL,2016
UNRESOLVED,0,FL02,2016
UNRESOLVED,338,FL19,2016
VOID,0,NY02,2016
UNRESOLVED,0,NC11,2016
DISQUALIFIED,494,AZ08,2016
VOID,331,IL01,2016
VOID,453,TX04,2016
VOID,0,WI04,2016
UNRESOLVED,0,FL11,2016
UNRESOLVED,270,CA23,2016
UNRESOLVED,0,DCOL,2016
UNRESOLVED,370,CO05,2016
VOID,0,NY28,2016
VOID,0,NY15,2016
VOID,351,CA25,2016
UNRESOLVED,482,DCOL,2016
VOID,0,NV01,2016
VOID,0,WV02,2016
UNRESOLVED,0,TN03,2016
VOID,554,GA05,2016
VOID,469,CO05,2016
VOID,343,WI01,2016
VOID,0,NC02,2016
UNRESOLVED,546,TX24,2016
VOID,471,TX16,2016
VOID,383,MN03,2016
DECLINED,554,CA13,2016
VOID,419,TX31,2016
VOID,0,MD08,2016
DISQUALIFIED,469,GA13,2016
VOID,389,GA08,2016
ACCEPTED,619,CA41,2016
VOID,540,MD06,2016
DISQUALIFIED,548,GA07,2016
VOID,0,VA08,2016
VOID,414,AL03,2016
VOID,290,PA15,2016
UNRESOLVED,0,TX32,2016
DISQUALIFIED,430,MD08,2016
DISQUALIFIED,528,GA12,2016
DECLINED,416,FL20,2016
VOID,490,FL09,2016
UNRESOLVED,0,SC05,2016
VOID,410,GA02,2016
UNRESOLVED,432,KS02,2016
VOID,472,NE02,2016
UNRESOLVED,0,TX16,2016
VOID,418,MD06,2016
VOID,401,OK01,2016
UNRESOLVED,0,KS02,2016
UNRESOLVED,0,AR02,2016
UNRESOLVED,0,GA04,2016
UNRESOLVED,426,NC07,2016
VOID,360,MI06,2016
UNRESOLVED,0,CA35,2016
DISQUALIFIED,523,TX21,2016
VOID,277,MS01,2016
VOID,408,TX28,2016
UNRESOLVED,0,TX09,2016
UNRESOLVED,0,VA10,2016
VOID,0,MI13,2016
UNRESOLVED,495,KS04,2016
ACCEPTED,571,KY02,2016
VOID,475,GA05,2016
UNRESOLVED,534,GA03,2016
UNRESOLVED,520,MN02,2016
UNRESOLVED,482,GA07,2016
UNRESOLVED,0,TX05,2016
VOID,574,WA02,2016
ACCEPTED,526,NC05,2016
UNRESOLVED,0,MD05,2016
VOID,0,PA08,2016
UNRESOLVED,392,GA02,2016
UNRESOLVED,0,SC01,2016
DISQUALIFIED,526,WA08,2016
ACCEPTED,563,FL17,2016
VOID,551,AZ02,2016
UNRESOLVED,0,VIAL,2016
UNRESOLVED,0,VA03,2016
UNRESOLVED,456,MD03,2016
UNRESOLVED,494,MS01,2016
VOID,413,MI03,2016
VOID,335,SC02,2016
VOID,0,AL07,2016
UNRESOLVED,0,VA07,2016
VOID,424,VA04,2016
VOID,0,IL14,2016
UNRESOLVED,410,CA03,2016
UNRESOLVED,410,CA10,2016
VOID,475,MI14,2016
VOID,482,MI14,2016
ACCEPTED,540,SC02,2016
VOID,369,IL05,2016
VOID,414,VIAL,2016
DISQUALIFIED,436,MI15,2016
UNRESOLVED,0,NC02,2016
VOID,410,NY06,2016
VOID,388,DEAL,2016
VOID,510,GA13,2016
VOID,492,GA01,2016
UNRESOLVED,0,GA13,2016
VOID,397,NY28,2016
VOID,0,CA24,2016
VOID,509,MA01,2016
DISQUALIFIED,482,FL21,2016
ACCEPTED,539,AZ02,2016
VOID,306,SC05,2016
ACCEPTED,501,LA06,2016
VOID,0,FL03,2016
UNRESOLVED,501,TX02,2016
VOID,292,NJ01,2016
UNRESOLVED,328,GA03,2016
UNRESOLVED,0,GA12,2016
VOID,297,NJ12,2016
VOID,402,VA03,2016
VOID,0,TX10,2016
ACCEPTED,544,CA42,2016
UNRESOLVED,496,NY15,2016
UNRESOLVED,0,PA02,2016
VOID,451,NC04,2016
DISQUALIFIED,484,AL07,2016
UNRESOLVED,0,TX18,2016
VOID,500,TN06,2016
VOID,411,MI11,2016
VOID,374,IL01,2016
UNRESOLVED,0,MO01,2016
VOID,515,TX23,2016
UNRESOLVED,0,MD03,2016
VOID,402,FL01,2016
UNRESOLVED,0,NY11,2016
VOID,621,GA03,2016
DISQUALIFIED,665,NY10,2016
VOID,362,OH11,2016
VOID,318,CA16,2016
UNRESOLVED,443,VA03,2016
VOID,393,FL24,2016
VOID,0,PA06,2016
VOID,405,PA02,2016
VOID,408,VA08,2016
UNRESOLVED,0,SC01,2016
VOID,406,GA04,2016
UNRESOLVED,0,NY02,2016
VOID,511,CA45,2016
UNRESOLVED,0,FL06,2016
VOID,372,NY12,2016
VOID,415,TX25,2016
UNRESOLVED,402,NY11,2016
VOID,419,IL11,2016
VOID,386,CA46,2016
VOID,332,TX07,2016
VOID,423,MS03,2016
VOID,465,NJ08,2016
VOID,0,OH12,2016
VOID,399,WI04,2016
UNRESOLVED,0,IL07,2016
UNRESOLVED,512,NY27,2016
VOID,0,OH09,2016
UNRESOLVED,0,NC08,2016
UNRESOLVED,409,MD04,2016
UNRESOLVED,0,TX21,2016
ACCEPTED,582,MO02,2016
VOID,0,TX01,2016
UNRESOLVED,0,PA01,2016
VOID,339,NC08,2016
UNRESOLVED,523,PA16,2016
UNRESOLVED,497,FL25,2016
ACCEPTED,543,KY03,2016
VOID,0,OK05,2016
UNRESOLVED,385,TX18,2016
UNRESOLVED,0,SC01,2016
UNRESOLVED,0,TX23,2016
UNRESOLVED,616,AL07,2016
VOID,435,DCOL,2016
VOID,477,VA03,2016
UNRESOLVED,0,MD01,2016
UNRESOLVED,364,KS01,2016
DISQUALIFIED,477,NH02,2016
VOID,378,FL21,2016
UNRESOLVED,401,GA02,2016
DISQUALIFIED,565,IL11,2016
UNRESOLVED,409,GA03,2016
VOID,320,FL23,2016
UNRESOLVED,0,KS04,2016
VOID,482,FL17,2016
DISQUALIFIED,464,GA07,2016
UNRESOLVED,657,FL09,2016
VOID,0,TX14,2016
VOID,387,NV02,2016
DISQUALIFIED,543,PA12,2016
UNRESOLVED,0,NC09,2016
UNRESOLVED,422,OH12,2016
UNRESOLVED,0,NC12,2016
UNRESOLVED,557,TX31,2016
VOID,205,MI13,2016
VOID,0,NC03,2016
UNRESOLVED,505,CA48,2016
VOID,0,VA04,2016
VOID,0,AKAL,2016
VOID,0,CT01,2016
ACCEPTED,561,UT01,2016
UNRESOLVED,609,TX06,2016
UNRESOLVED,0,NC01,2016
UNRESOLVED,0,GA04,2016
VOID,0,NC08,2016
VOID,447,TX05,2016
VOID,0,CA41,2016
VOID,559,TX18,2016
DISQUALIFIED,510,PA02,2016
VOID,412,GA07,2016
VOID,556,AL02,2016
UNRESOLVED,427,TN07,2016
UNRESOLVED,0,GA03,2016
UNRESOLVED,0,TX09,2016
UNRESOLVED,526,MD07,2016
UNRESOLVED,0,NY22,2016
UNRESOLVED,0,NV03,2016
VOID,396,FL02,2016
VOID,286,MI13,2016
UNRESOLVED,474,FL21,2016
VOID,412,TX26,2016
UNRESOLVED,0,GA02,2016
UNRESOLVED,0,TX31,2016
VOID,375,TX29,2016
VOID,0,CT04,2016
VOID,440,NC12,2016
VOID,362,SC06,2016
UNRESOLVED,306,NY11,2016
UNRESOLVED,524,MS04,2016
VOID,346,FL11,2016
UNRESOLVED,0,VA03,2016
UNRESOLVED,0,PA01,2016
UNRESOLVED,0,NC07,2016
DISQUALIFIED,542,MI08,2016
UNRESOLVED,539,LA02,2016
DISQUALIFIED,453,NY11,2016
UNRESOLVED,506,NY25,2016
DISQUALIFIED,515,NJ09,2016
VOID,0,NJ02,2016
VOID,595,FL09,2016
UNRESOLVED,0,MD02,2016
VOID,285,MD02,2016
UNRESOLVED,408,TX10,2016
UNRESOLVED,470,IL02,2016
UNRESOLVED,0,TN07,2016
UNRESOLVED,0,TX20,2016
UNRESOLVED,0,PA01,2016
VOID,565,AL05,2016
ACCEPTED,437,NY01,2016
DISQUALIFIED,528,MI09,2016
UNRESOLVED,0,NY06,2016
UNRESOLVED,583,MN05,2016
VOID,0,CA05,2016
VOID,496,GA03,2016
ACCEPTED,541,MD02,2016
UNRESOLVED,328,FL21,2016
UNRESOLVED,0,IL02,2016
VOID,597,NC12,2016
VOID,442,FL21,2016
UNRESOLVED,647,TX17,2016
VOID,542,IL02,2016
DECLINED,739,KS04,2016
UNRESOLVED,0,NC02,2016
VOID,0,TX21,2016
VOID,489,AKAL,2016
VOID,0,IN07,2016
VOID,446,NY19,2016
VOID,325,FL05,2016
DISQUALIFIED,488,TN05,2016
UNRESOLVED,0,TX16,2016
UNRESOLVED,490,TX21,2016
ACCEPTED,604,TX21,2016
UNRESOLVED,0,GA13,2016
VOID,0,AL07,2016
VOID,405,AR01,2016
VOID,385,GA13,2016
UNRESOLVED,556,PA02,2016
UNRESOLVED,0,NC07,2016
UNRESOLVED,0,IN07,2016
UNRESOLVED,0,NC01,2016
VOID,384,MD07,2016
VOID,0,VA05,2016
VOID,323,NC04,2016
VOID,330,GA01,2016
VOID,443,TX30,2016
VOID,333,IN07,2016
DISQUALIFIED,511,TX10,2016
UNRESOLVED,498,TX30,2016
VOID,318,TN09,2016
UNRESOLVED,0,IL03,2016
VOID,0,CA05,2016
VOID,0,NC08,2016
VOID,591,FL16,2016
VOID,533,MD02,2016
UNRESOLVED,0,VIAL,2016
UNRESOLVED,0,NC10,2016
UNRESOLVED,0,TX31,2016
UNRESOLVED,0,NY09,2016
UNRESOLVED,0,FL05,2016
VOID,376,NC01,2016
VOID,0,NJ12,2016
VOID,0,VIAL,2016
QUALIFIED,542,VA08,2016
VOID,0,MD01,2016
DISQUALIFIED,470,GA03,2016
VOID,410,TX09,2016
UNRESOLVED,0,VIAL,2016
VOID,0,IL02,2016
VOID,616,VA05,2016
VOID,0,GA02,2016
VOID,666,CA17,2016
VOID,0,CA38,2016
VOID,349,DEAL,2016
VOID,224,MI12,2016
VOID,443,CA37,2016
UNRESOLVED,556,MD01,2016
VOID,335,GA01,2016
ACCEPTED,663,MI09,2016
ACCEPTED,566,AL03,2016
VOID,354,TX30,2016
UNRESOLVED,0,FL16,2016
UNRESOLVED,0,MS04,2016
VOID,487,SC06,2016
VOID,0,LA02,2016
VOID,0,IN07,2016
VOID,470,PA01,2016
UNRESOLVED,373,SC05,2016
UNRESOLVED,444,AL07,2016
VOID,0,TX02,2016
VOID,501,TX30,2016
VOID,0,MD06,2016
UNRESOLVED,580,GA05,2016
UNRESOLVED,0,AL03,2016
ACCEPTED,594,MN06,2016
VOID,0,NC11,2016
VOID,0,AKAL,2016
UNRESOLVED,501,MI12,2016
VOID,623,NJ12,2016
UNRESOLVED,0,GA05,2016
UNRESOLVED,0,LA02,2016
VOID,401,GA03,2016
VOID,0,CA25,2016
VOID,0,GA01,2016
VOID,0,TX31,2016
UNRESOLVED,0,FL23,2016
VOID,420,IN03,2016
UNRESOLVED,0,CA18,2016
UNRESOLVED,0,MD07,2016
VOID,451,IL16,2016
VOID,488,GA07,2016
UNRESOLVED,0,CA25,2016
VOID,379,LA06,2016
VOID,420,OK04,2016
VOID,422,TX30,2016
VOID,0,NJ10,2016
UNRESOLVED,478,OH07,2016
VOID,405,NC07,2016
VOID,487,CA03,2016
UNRESOLVED,0,TN09,2016
DISQUALIFIED,467,GA03,2016
QUALIFIED,617,FL03,2016
UNRESOLVED,545,OH01,2016
UNRESOLVED,549,GA13,2016
UNRESOLVED,0,NY01,2016
UNRESOLVED,0,AL01,2016
UNRESOLVED,488,TX25,2016
VOID,304,NC04,2016
UNRESOLVED,474,AZ02,2016
VOID,0,CA44,2016
ACCEPTED,650,IL13,2016
VOID,220,IL02,2016
UNRESOLVED,0,CA41,2016
VOID,478,WA09,2016
VOID,397,TX32,2016
UNRESOLVED,539,NC09,2016
VOID,325,CO05,2016
VOID,0,NC10,2016
UNRESOLVED,0,FL01,2016
VOID,307,LA05,2016
VOID,364,NY10,2016
UNRESOLVED,445,GA08,2016
VOID,0,WI06,2016
UNRESOLVED,0,GA10,2016
VOID,297,MD04,2016
VOID,464,TN03,2016
VOID,320,FL19,2016
VOID,369,NY06,2016
UNRESOLVED,630,OH14,2016
VOID,360,CA25,2016
VOID,0,MI13,2016
VOID,399,TN07,2016
VOID,426,FL05,2016
VOID,361,MD04,2016
UNRESOLVED,0,PA19,2016
VOID,533,PA02,2016
UNRESOLVED,384,NV02,2016
UNRESOLVED,520,MD03,2016
VOID,505,NC01,2016
VOID,0,OH01,2016
UNRESOLVED,0,TN05,2016
VOID,0,NY22,2016
VOID,341,CA43,2016
VOID,426,IL01,2016
ACCEPTED,511,NE02,2016
DISQUALIFIED,564,NE02,2016
ACCEPTED,521,SC04,2016
VOID,469,AL03,2016
VOID,396,CA08,2016
VOID,0,TN09,2016
DISQUALIFIED,511,AR04,2016
ACCEPTED,480,TX31,2016
VOID,686,NC08,2016
UNRESOLVED,0,AZ02,2016
VOID,399,LA05,2016
VOID,507,MO05,2016
DECLINED,570,MA09,2016
VOID,351,AL02,2016
UNRESOLVED,0,AL07,2016
VOID,329,CT04,2016
