id,date,country,city,perp_group,fatalities,injured,target_type,region,attack_type,weapon_type,links,summary,taggedTopic
200808260001,2008-08-26,Libya,Kufra,Sudan Liberation Movement,0,0,Airports and Aircraft,Middle East & North Africa,Hijacking,Melee,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200808260001,"On Tuesday, at 1800, three members of the Sudanese Liberation Movement hijacked Sun Air flight 611 en route to Khartoum. The plane, which had a total of 95 passenger on board, landed at 1940 at Al Kufrah airport in Kufrah, Libya. No casualties were reported and two hijackers surrendered.",hijack
200808240002,2008-08-24,Nigeria,Bonny,Unknown,0,0,Maritime,Sub-Saharan Africa,Hijacking,Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200808240002,"On Sunday, a Nigerian ship, the Benue, was hijacked in the Bonny Channel off the coastal Rivers State in Nigeria. The ship had eight crew members on board. Nobody claimed responsibility.",hijack
200808120001,2008-08-12,Somalia,Unknown,Pirates,0,0,Maritime,Sub-Saharan Africa,Hijacking,Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200808120001,"On Tuesday, a Thai cargo ship, the MV Thor Star, was hijacked by heavily armed Somali Pirates in the Gulf of Aden, Somalia. There were 28 crew members on board the ship who the captain of the ship claimed were not harmed. No claim of responsibility was made for the incident.",hijack
200807010033,2008-07-01,India,Imphal,Kanglei Yawol Kanna Lup (KYKL),0,0,Transportation,South Asia,"Hijacking,Facility/Infrastructure Attack,Hostage Taking (Kidnapping)","Firearms,Incendiary",http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200807010033,"On Tuesday around noon at about 1245, in Langol Games village, Imphal East, Manipur, India, three armed assailants hijacked a bus, kidnapping four civilians and one bus driver. Later, the assailants released the victims and attempted to set fire to the bus but were stopped by authorities, damaging the bus but causing no casualties. The Kanglei Yawol Kanna Lup (KYKL) claimed responsibility.",hijack
200806300035,2008-06-30,Somalia,Merca,Unknown,0,0,NGO,Sub-Saharan Africa,Hostage Taking (Kidnapping),Unknown,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200806300035,"On Monday, near Merca, Shabeellaha Hoose, Somalia, about 12 armed assailants hijacked two vehicles, kidnapping four humanitarians, their driver and one United Nations worker. No group claimed responsibility, although it was widely believed that al-Shabaab al-Islamiya was responsible.",hijack
200805130009,2008-05-13,Pakistan,Mohmand district,Tehrik-i-Taliban Pakistan (TTP) (suspected),0,0,Maritime,South Asia,Hijacking,Unknown,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200805130009,"On Tuesday, local Taliban seized five oil tankers that were headed towards Afghanistan. Two oil tankers were seized from Sahafi Lukro Subdivision and three from Baizai Subdivision in Mohmand, Federally Administered Tribal Areas, Pakistan.",hijack
200805130007,2008-05-13,Nigeria,Unknown,Unknown,0,0,Maritime,Sub-Saharan Africa,Hijacking,Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200805130007,"On Tuesday, unknown gunmen attacked the Chevron supply vessel, Lourdes Tide, while it was sailing from Onne to Escravos, off the coast of Nigeria. The gunmen hijacked the vessel, taking all eleven people on board hostage. No casualties were reported in the initial attack but two foreign workers, a Portuguese and a Ukrainian, are hostages along with nine Nigerians. The gunmen are demanding a ransom of N30 million (Naira) for the release of the hostages. No group claimed responsibility for the attack.",hijack
200804180014,2008-04-18,Peru,Arequipa,Unknown,0,0,Airports and Aircraft,South America,Hijacking,Melee,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200804180014,"On Friday, Wilbert Vivanco Farfan attempted to hijack Peruvian airline Aerocondor on the flight between Arequipa and Lima. Vivanco threatened the lives of passengers and crew if he was not allowed to speak with Peru's President Alan Garcia. The crew subdued him 15 minutes before the plane landed in Lima. No casualties were reported.",hijack
200804080001,2008-04-08,Philippines,Kulasi,Abu Sayyaf Group (ASG) (suspected),0,0,Private Citizens & Property,Southeast Asia,Hostage Taking (Kidnapping),Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200804080001,"On Tuesday, suspected Abu Sayyaf rebels hijacked a jeep transporting fuel and kidnapped all its driver and six passengers in Kulasi village in Maimbung, Sulu, Philippines. No casualties were reported.",hijack
200803050001,2008-03-05,China,Xian,Unknown,1,0,"Tourists,Private Citizens & Property",East Asia,Hijacking,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200803050001,"Ten travel agents, including an Australian national, were taken hostage as a would be suicide bomber hijacked a bus in Xian, China.  The man identified as Xia Tao, released most of the hostages soon after boarding the bus but the tour guide and one of the hostages remained as hostages.  Shortly after, a Chinese sniper shot dead the captor. His motive wasn't clear.",hijack
200706040003,2007-06-04,Turkey,Pulumur,Kurdistan Workers' Party (PKK),9,6,Military,Middle East & North Africa,"Armed Assault,Bombing/Explosion","Firearms,Explosives/Bombs/Dynamite,Explosives/Bombs/Dynamite",http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200706040003,"Eight Turkish paramilitary police officers and one perpetrator were killed and six other paramilitary police officers were wounded when three Kurdistan Workers' Party (PKK) perpetrators rammed the gates at a gendarmerie headquarters and attacked the location with small arms and a grenade while an unknown number of other PKK perpetrators fired on the Turkish position with small arms and rocket-propelled grenades from a nearby forest in Pulumur, Tunceli Province, Turkey.",hijack
200706030013,2007-06-03,Sudan,Al Fashir,Unknown,0,0,Government (Diplomatic),Sub-Saharan Africa,Hijacking,Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200706030013,"An unknown number of U.N. personnel were held hostage for four hours when an unknown number of unknown perpetrators hijacked three U.N. vehicles near Fashir, North Darfur State, Sudan.  No claim of responsibility was reported.",hijack
200705250006,2007-05-25,Somalia,Mogadishu,Unknown,Unknown,Unknown,Maritime,Sub-Saharan Africa,Hijacking,Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200705250006,"An Indian dhow ship, Al Aqeeq, was hijacked of the coast of Mogadishu, Somalia by pirates.  The nationalities of those on board are unconfirmed, and no one has claimed responsibility for the attack.",hijack
200705030007,2007-05-03,Cuba,Havana,Unknown,1,0,Airports and Aircraft,Central America & Caribbean,Hijacking,Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200705030007,"Two renegade soldiers attempted to hijack a plane leaving Havana's Jose Marti International Airport.  During the hijacking Army Lt. Col. Victor Ibo Acuna Velazquez, whom the had previously kidnapped, was killed.  No there were no other casualties and both assailants were captured.  No group claimed responsibility for their actions.",hijack
200704100016,2007-04-10,Turkey,Diyarbakir district,Unknown,0,0,Airports and Aircraft,Middle East & North Africa,Hijacking,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200704100016,"A man claiming to possess a bomb hijacked a Turkish jetliner, but the plane landed safely in Ankara, Turkey.  The man had no explosives on him, and everyone exited the plane without incident.  There was no clear information regarding any affiliations the man may have had that could have motivated the hijacking.",hijack
200703300012,2007-03-30,Libya,Unknown,Unknown,0,0,Airports and Aircraft,Middle East & North Africa,Hijacking,Melee,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200703300012,A Sudan Airways plane was hijacked while enroute from Libya by a knife wielding Sudanese assailant.  The plane was diverted and landed safely in Khartoum Airport.  No group claimed responsibility.,hijack
200701240009,2007-01-24,Sudan,Khartoum,Unknown,0,0,Airports and Aircraft,Sub-Saharan Africa,Hijacking,Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200701240009,"An unidentified individual hijacked Air Wedt Flight 612 out of Khartoum.  He then forced a gun to the pilot's head and forced him to fly to N'djamena, Chad, where he then requested political assylum from the United Kingdom.  All passengers onboard were Sudanese.",hijack
200701240003,2007-01-24,Chad,N'Djamena,Unknown,0,0,"Airports and Aircraft,Private Citizens & Property",Sub-Saharan Africa,Hijacking,Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200701240003,"A Sudanese plane carrying 103 passengers and crew was hijacked and diverted to the Chadian capital of N'Djamena, where the hijacker surrendered.  No casualties were reported. The hijacker was identified as Mohammed Abdelatif Mahamat.  He reportedly intended to stress the plight of the conflict in Darfur.",hijack
200612230003,2006-12-23,Sri Lanka,Mullaitivu,Liberation Tigers of Tamil Eelam (LTTE),0,1,Maritime,South Asia,"Hijacking,Hostage Taking (Kidnapping)","Firearms,Explosives/Bombs/Dynamite",http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200612230003,"Members of the Liberation Tigers of Tamil Eelam (LTTE) attacked the crippled Jordanian cargo ship ""Farah III"" off the coast of Mullaitivu, Sri Lanka, around 3:00am.  The 25-member crew was kidnapped, and the communications and radar equipment were removed from the ship, which was abandoned as it was immovable.  Two days later, on December 25th, the crew were handed over to the International Committee of the Red Cross (ICRC).  There was one person, the ship's second officer, who was injured in the attack.""",hijack
200604160002,2006-04-16,India,Dantewada district,Unknown,10,4,Police,South Asia,Armed Assault,Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200604160002,"In Dantewara, Chhattisgarh, India, perpetrators began by hijacking a passenger bus. They proceeded to drive to a police post and opened fire, killing 10 police officers, wounding four, and damaging the post. They also broke into the post and stole various firearms, then blocked the highway to prevent any police involvement. No group claimed responsibility, but it was believed that the Communist Party of India - Maoist (CPI-M) was responsible.",hijack
200604130013,2006-04-13,United Kingdom,Londonderry,Irish Republican Army (IRA) (suspected),0,0,Police,Western Europe,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200604130013,"British army explosives experts dismantled a crude van bomb that failed to detonate after it was left overnight near the main police station after gunmen hijacked a van the previous night on the Catholic west side of Londonderry, Northern Ireland and loaded the bomb into the back of the vehicle. The Irish Republican Army is suspected in the attack, but there was no claim of responsibility issued.",hijack
200604100001,2006-04-10,Somalia,Baidoa,Unknown,2,9,"Food or Water Supply,Police,Government (General)",Sub-Saharan Africa,Armed Assault,Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200604100001,"At least two people died and nine, including a Somali parliamentarian, were wounded when a United Nations World Food Programme (WFP) convoy of 72 food aid trucks carrying 2,500 tons of food was ambushed near the central Somali town of Baidoa shortly after midnight. No group claimed responsibility for the attack.",hijack
200604040016,2006-04-04,Somalia,Unknown,Unknown (suspected),0,0,"Maritime,Business",Sub-Saharan Africa,Hijacking,Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200604040016,"A 361-ton tuna ship, Dongwon-ho No. 628, of Dongwon Fisheries carrying 25 crew of Asian nationalities was attacked by eight gunmen in two speedboats off the coast of Somalia in the afternoon (Seoul time) 60 miles away from Somali waters. The hijackers demanded the ship be taken to the Somali port of Obbia and claimed they were hunting down illegal fishing boats. The crew was released after 117 days after the South Korean government paid an undisclosed large ransom. No group claimed responsibility for the attack.",hijack
200602080001,2006-02-08,Algeria,Rreshen,Unknown,2,5,"Transportation,Private Citizens & Property,Police",Middle East & North Africa,"Hijacking,Armed Assault","Firearms,Explosives/Bombs/Dynamite",http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200602080001,"Two armed men hijacked a bus full of 30 passengers, which was traveling from Kukes to Tirana in northern Albania. The two were armed with automatic firearms and threw a hand grenade at a police roadblock near Rreshen in the Mirdite (District), killing a police officer and a passenger and injuring five more, including a police officer and one of the gunmen. The gunmen then drove about six miles, before releasing all the passengers and being arrested. The motive was unknown.",hijack
200512290004,2005-12-29,Pakistan,Landi Kotal,Unknown,0,1,Business,South Asia,Hijacking,Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200512290004,"An oil tanker was stolen by about a dozen perpetrators in Kotal, Pakistan and in the process the three owners of the tanker were kidnapped. One of the kidnapped victims was shot in the arm, but all three were released in Chamkani before the tanker exploded at a gas station in Garhi Qamardin (cf. 200512290003).",hijack
200512290003,2005-12-29,Pakistan,Garhi Qamardin,Unknown,4,8,Business,South Asia,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200512290003,"Three bombs blew up an oil tanker at a gas station in Garhi Qamardin, Pakistan, killing four people and injuring eight others. The timing of the explosion was seen as accidental and authorities believed that the perpetrators may have been headed to Islamabad to detonate the weapon. The tanker was stolen by about a dozen perpetrators in Kotal and in the process they kidnapped the three owners of the tanker (cf. 200512290004). One of the kidnapped victims was shot in the arm, but all three were released before the tanker exploded at the gas station.",hijack
200508100014,2005-08-10,United Kingdom,Lurgan,Unknown,0,0,Police,Western Europe,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200508100014,"In Lurgan, County Armagh, Northern Ireland, dissident republicans hijacked a taxi cab at gunpoint, placed a bomb in the hijacked vehicle, and forced the driver to park outside Lurgan police station, where they intended the bomb to explode.  The bomb plot failed. No one was injured by the attempt.",hijack
200502020001,2005-02-02,Iraq,Kirkuk,Takfir wal-Hijra (Excommunication and Exodus),12,0,Military,Middle East & North Africa,Hijacking,Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200502020001,"Members of Takfir wa Hijra claimed responsibility for shooting and killing 12 unarmed Iraqi Army recruits south of Kirkuk, Iraq. The perpetrators stopped a bus the soldiers were riding in and ordered the victims to step outside of the vehicle. They killed the soldiers for collaborating with US forces inside Iraq.",hijack
200408240001,2004-08-24,Russia,Rostov-on-Don,Islambouli Brigades of al-Qaida,46,0,Airports and Aircraft,Eastern Europe,Hijacking,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200408240001,"A Sibir Airlines flight bound for Sochi crashed about 500 miles south of Moscow killing all 46 crew and passengers that were on board. The plane dropped off the radar after sending a distress hijacking signal. Another airliner bound for Volgograd that took off from the same airport 55 minutes later crashed about the same time 120 miles south of Moscow, killing all 44 people aboard. Officials suspected that each flight had a female suicide bombers from Chechnya on board.",hijack
200303120004,2003-03-12,United Kingdom,Belfast,Real Irish Republican Army (RIRA),0,0,Government (General),Western Europe,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200303120004,"Police carried out a controlled explosion of a bomb planted at the Laganside Courthouse by Real Irish Republican Army (RIRA)members in Belfast, Northern Ireland. Three masked men hijacked a van and forced the driver to take the bomb to the courthouse; the driver then reported the device to the police, who said that the device could have gone off at any time. The attempted attack took place on the same day that Ulster Unionist leader, David Trimble, and Sinn Fein president, Gerry Adams, prepared to meet President George Bush at the White House in attempts to reach an agreement to reestablish the Stormont government. SDLP (Social Democratic and Labor Party) assembly member Alban Maginness speculated that the attempted attack was an ""opportunist attack ... to distract attention from the American visits and attract attention to themselves.""",hijack
200302230003,2003-02-23,Philippines,Pantukan district,Moro Islamic Liberation Front (MILF),0,0,Transportation,Southeast Asia,"Hijacking,Facility/Infrastructure Attack","Firearms,Incendiary",http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200302230003,"Suspected Moro Islamic Liberation Front (MILF) gunmen burned a bus near Fuentes, Pantukan town, Compostela Valley Province, Philippines. At the Pantukan bus terminal, six armed men boarded a bus bound for Mati, Davao Oriental, from Davao City. Once on the highway to Mati, the perpetrators ordered the driver at gunpoint to go to Fuentes. Once they ordered the passengers to leave the bus, the perpetrators set the bus on fire with gasoline.",hijack
200302070005,2003-02-07,United Kingdom,Belfast,Irish Republican Extremists (suspected),0,0,Unknown,Western Europe,"Hijacking,Bombing/Explosion",Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200302070005,"At 7:00am local time, a taxicab in west Belfast was hijacked, triggering a security alert with the local police.  At 7:20 AM, the taxicab, a red Peugeot 406, was abandoned, and British Army experts carried out a controlled explosion on the car at Old Golf Course Road junction with the M1 highway, in West Belfast.  The device was a pipe bomb connected to a gas cylinder.  Police also stated that a caller had warned a Belfast newsroom of the device, but did not claim responsibility on behalf of any group.  A police Spokeswoman later added that the vehicle was completely destroyed in the controlled explosion, and a security source suspected dissidents (Republican/pro-Irish) behind the incident.",hijack
200302070003,2003-02-07,Turkey,Istanbul,Unknown,0,0,Airports and Aircraft,Middle East & North Africa,Hijacking,Fake Weapons,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200302070003,"During the night, Ali Ilker Urbak hijacked a plane parked at Istanbul's airport and took two flight attendants hostage. Urbak claimed to have a explosives, claiming that he had dynamite sticks. The plane was soon stormed by Turkish police, and he was subdued in less than one minute and without any weapons. All the passengers on the plane had left before Urbak entered the aircraft.  The explosives he claimed to have were actually candles tied together to resemble a stack of dynamite. After he was arrested, Urbak's initial testimony to the Turkish police stated that he wanted to denounce any US military action against Iraq and gain attention for saying so. Later on, he changed his testimony and claimed he hijacked the aircraft in order to fly to Moscow to see a former Russian girlfriend.  The Police claimed that he was intoxicated when arrested.  He was arrested, put in jail, and was arraigned on 02/09/2003.  There was no available word on the outcome of the trial.",hijack
200302020004,2003-02-02,India,Abhapalli,People's War Group (PWG),5,Unknown,"Transportation,Police",South Asia,"Armed Assault,Hijacking","Firearms,Incendiary",http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200302020004,"At around 10 am local time, Maoist guerrillas belonging to the Peoples' War Group (PWG), often referred to as Naxalites, attacked a private bus carrying between 39 and 43 passengers, between Basaguda and Abhapalli towns (eight miles from Abhapalli) in Chhattisgarh state. Policemen on the bus returned fire as passengers got off and escaped. Eventually the guerrillas threw a petrol bomb to set the bus alight, killing four policemen, including their Company Commander. The remaining two policemen killed one of the perpetrators, forcing the others to successfully flee. One rifle was recovered from the guerrillas. Reports indicated that the guerrillas had planned to hijack the bus anyways in order to demand the release to top communist leaders held by the Andhra Pradesh (state) government.",hijack
200211170002,2002-11-17,Israel,Tel Aviv,Unknown,0,0,"Airports and Aircraft,Private Citizens & Property",Middle East & North Africa,Hijacking,Melee,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200211170002,"Tawfiq Fukra, an Israeli Arab man, attempted to hijack a flight traveling from Tel Aviv, Israel to Istanbul, Turkey.  Armed with a pen knife, the assailant attempted to stab a flight attendant and break into the cockpit.  He was overpowered by two security guards and taken into custody upon arrival in Istanbul.  None of the 170 passengers on board the plane were injured in the incident.  The motive behind the attempted hijacking is unknown.",hijack
200209090001,2002-09-09,India,Mumbai,Unknown,0,1,"Airports and Aircraft,Private Citizens & Property",South Asia,Hijacking,Melee,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200209090001,"A man from Bombay attempted to hijack an Air Seychelles flight bound for Seychelles from Bombay, Maharashtra state, India.  The plane had already taken off from Bombay when the knife-wielding hijacker attempted to access the cockpit.  The cabin crew seized the man, tying him to a passenger seat until the plane landed in Male, Maldives, and he could be arrested.  One crew member was injured in the scuffle; there were no further injuries.  The motives behind the attempted hijacking are unknown; however, the assailant stated that he wanted to redirect the plane to another location.  Nine other passengers were taken into custody for questioning.",hijack
200206140003,2002-06-14,Colombia,Topaipi,Revolutionary Armed Forces of Colombia (FARC),5,3,"Business,Police",South America,"Hijacking,Armed Assault","Firearms,Incendiary",http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200206140003,Rebels with the Fuerzas Armadas Revolucionarias de Colombia (FARC)shot down a helicopter carrying 360 million pesos to the Agrarian Bank in Topaipi. Five policemen were killed and three have gone missing.,hijack
200205110007,2002-05-11,China,Xiamen,Unknown,0,0,Airports and Aircraft,East Asia,Hijacking,Melee,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200205110007,"In China, a man hijacked a Xiamen Airlines plane with two knives but was overpowered in minutes. Police, who did not rule out that the man was mentally ill, also arrested a woman in Xiamen who was suspected of being an accomplice.",hijack
200204190005,2002-04-19,Colombia,Cali,Revolutionary Armed Forces of Colombia (FARC),0,0,Private Citizens & Property,South America,Hostage Taking (Kidnapping),Unknown,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200204190005,"Members of Revolutionary Armed Forces of Colombia (FARC) hijacked a private helicopter and its four passengers after it departed from Cali, Valle del Cauca Department, Colombia.  The helicopter was traveling from Canada to Bolivia and was carrying two Canadians, an Ecuadoran, and a French citizen.  The motive behind the incident is unknown, as is the outcome of the kidnapping.",hijack
200202200001,2002-02-20,Colombia,Hobo district,Revolutionary Armed Forces of Colombia (FARC) (suspected),0,0,"Airports and Aircraft,Government (General)",South America,"Hijacking,Hostage Taking (Kidnapping)",Unknown,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200202200001,"Suspected Fuerzas Armadas Revolucionarias de Colombia (FARC) guerrillas hijacked a domestic airliner and forced it to land near the town of Hobo, Colombia. They then kidnapped Senator Jorge Eduardo Gechem Turbay from the plane.",hijack
200109090006,2001-09-09,India,Maredumili,People's War Group (PWG) (suspected),5,4,Police,South Asia,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200109090006,"Suspected Maoists belonging to the People’s War Group (PWG) hijacked a bus and then set off a landmine at the village of Marrdmalli, India. Five policemen belonging to the Central Reserve Police Force were killed and four others were injured while pursuing the attackers. No group claimed responsibility for the attack.",hijack
200108150018,2001-08-15,Sudan,Wangkei,Sudan People's Liberation Army (SPLA),0,0,Maritime,Sub-Saharan Africa,Hijacking,Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200108150018,"A fishing vessel owned by the Salma Development and Services Co. was hijacked by the Sudanese People’s Liberation Army (SPLA) and nine members of the crew were taken hostage. The boat was returning from Lake No near Wang Kai on the White Nile in Unity State, Sudan at the time of the attack. An SPLA spokesman claimed that a steamer and two motor boats belonging to El Salaam Petroleum Company had been captured.",hijack
200108140007,2001-08-14,Colombia,Gramalote,National Liberation Army of Colombia (ELN),0,0,"Transportation,Private Citizens & Property",South America,"Hijacking,Bombing/Explosion","Explosives/Bombs/Dynamite,Unknown",http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200108140007,"Approximately 100 members of the National Liberation Army (ELN) forced out the passengers on a Peralonso Company bus on the Gramalote-Villa Caro road, Norte de Santander Department, Colombia and placed explosives in the vehicle. Authorities found and defused the bomb the next day. No injuries resulted from this incident.",hijack
200108140005,2001-08-14,Colombia,Bocas de Sogamoso,National Liberation Army of Colombia (ELN),0,0,"Maritime,Private Citizens & Property,Business",South America,"Hijacking,Hostage Taking (Kidnapping)","Firearms,Explosives/Bombs/Dynamite",http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200108140005,"A boat belonging to the San Pablo Fluvial Transportation Company with 15 occupants was stopped by 20 armed men of the National Liberation Army (ELN) near Bocas de Sogamoso. The guerrillas hijacked the boat and took with them the pilot and his assistant, who were later released. The boat was left in an area 40 minutes from the Barrancabermeja harbor where oil is shipped. Explosives were then placed in the boat and which was later was found along the Magdalena River, in Santander Department, Colombia. The explosives were defused and no casualties resulted from this attack.",hijack
200108050006,2001-08-05,Burundi,Kazimia,"Mayi Mayi,National Council for Defense of Democracy (NCDD)",0,0,Maritime,Sub-Saharan Africa,Hijacking,Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200108050006,"A boat sailing from Congo to Uvira, Burundi was hijacked by the National Council for the Defense of Democracy and the Mayi Mayi on Lake Ganganyika near Kazimia, Burundi and the people aboard were taken hostage. No injuries were reported to have occurred during the hijacking.",hijack
200108010002,2001-08-01,Russia,Nevinnomyssk,Chechen Rebels,1,2,Transportation,Eastern Europe,Hostage Taking (Barricade Incident),Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200108010002,"Two Chechen gunmen hijacked a bus in Nevinnomyssk, Russia with 41 passengers and held them captive for twelve hours. The hijackers took the bus to Mineralnye Vody. The hijackers' demands included weapons, a helicopter and the release of five imprisoned Chechens. A successful Russian special forces raid killed one hijacker.",hijack
200107310001,2001-07-31,Russia,Mineralnye Vody,Chechen Rebels,1,Unknown,"Transportation,Transportation",Eastern Europe,"Hijacking,Armed Assault","Explosives/Bombs/Dynamite,Explosives/Bombs/Dynamite,Firearms",http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200107310001,"A bus carrying 40 passengers was hijacked by two Chechen Rebels (non-specific) near the airport of the city of Mineralnye Vody, Russia. The hijackers demanded the release of jailed Chechen separatists. The bus was stormed by Russian commandos later in the day resulting in the death of one hijacker.",hijack
200104260004,2001-04-26,Sudan,Khartoum,Ethiopians,0,0,Airports and Aircraft,Sub-Saharan Africa,Hijacking,"Explosives/Bombs/Dynamite,Firearms,Melee",http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200104260004,"Five hijackers armed with grenades and guns and associated with the Ethiopian Air Force College and Bahr Dar University in Ethiopia took over a plane carrying seven crew members and 44 passengers that was heading for Addis Ababa and diverted it to Khartoum, Sudan.  The hijackers wanted to speak to ambassadors from the United States and Britain.  They demanded asylum in Sudan and claimed they wished to illustrate to everyone how bad conditions were in Ethiopia.  After being assured they would not be extradited back to Ethiopia from officials with the Red Cross, United Nations, and the government of Sudan, the hijackers released all of the hostages.  No one was injured and no damage was done.  Once the incident was over, the Sudanese government suggested they would extradite the hijackers back to Ethiopia despite the negotiations they had made, where Ethiopia could execute the hijackers for their crimes.",hijack
200103160004,2001-03-16,Turkey,Istanbul,Chechen Rebels,3,Unknown,"Airports and Aircraft,Private Citizens & Property",Middle East & North Africa,"Hijacking,Armed Assault","Melee,Explosives/Bombs/Dynamite",http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200103160004,"Three Chechen rebels armed with knives and claiming to have a bomb hijacked a Moscow-bound Russian owned Vnukovo Airlines passenger jet after takeoff from Istanbul, Turkey. The three men commandeered the airplane and redirected the flight to Saudi Arabia. While taking over control of the aircraft, they stabbed and wounded a flight attendant. Saudi commandos seized the aircraft after a 22 hour standoff with the hijackers. During the battle, the hijackers stabbed and killed a Russian flight attendant and a Turkish civilian. One of the three hijackers died in the battle as well. 161 of 162 passengers as well as 11 of 12 crew members were freed in the rescue operation.",hijack
200101300002,2001-01-30,Colombia,San Vicente district,Revolutionary Armed Forces of Colombia (FARC),0,0,Airports and Aircraft,South America,Hijacking,Firearms,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200101300002,A hijacker briefly took control of a plane which took off from San Vicente in Colombia. He held the pilot at gunpoint but was disarmed shortly after by a passenger. He was believed to be a dissenter of the Fuerzas Armadas Revolucionarias de Colombia (FARC).,hijack
200101270002,2001-01-27,Thailand,Bangkok,Iraqi extremists,0,2,"Airports and Aircraft,Private Citizens & Property",Southeast Asia,Hijacking,Melee,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200101270002,"An Iraqi male passenger named Hussein Mohsen Jouda al-Rabii attempted to hijack a Gulf Air flight that was traveling from Hong Kong to Abu Dhabi via Bangkok, Thailand. The passenger brandished a knife and demanded that the plane land in Australia instead of Abu Dhabi; he was overpowered in a scuffle with crew members. Two crew members were injured; however, all of the 202 passengers were unharmed. The flight landed two hours late in Abu Dhabi and the hijacker was taken into custody. The motive is unclear.",hijack
